Date,Price,Open,High,Low,Vol.,Change %
"Feb 24, 2016",2753.4,2803,2807.9,2736.6,209.74K,-1.74
"Feb 23, 2016",2802.25,2795.1,2818,2775,165.59K,0.1
"Feb 22, 2016",2799.35,2709,2801,2709,352.00K,2.75
"Feb 19, 2016",2724.5,2763,2763,2705.55,127.13K,-1.05
"Feb 18, 2016",2753.5,2668.4,2767.65,2668.4,195.08K,3.82
"Feb 17, 2016",2652.2,2645,2663,2545.2,127.30K,1
"Feb 16, 2016",2625.9,2655.1,2690,2610.5,157.69K,-1.5
"Feb 15, 2016",2665.9,2605,2710,2572,355.26K,3.97
"Feb 12, 2016",2564.2,2650,2657.9,2505.05,356.92K,-2.65
"Feb 11, 2016",2634,2700,2729.75,2611.1,291.68K,-3.23
"Feb 10, 2016",2722,2840,2870,2687.7,343.71K,-2.2
"Feb 09, 2016",2783.1,2842,2890,2760,249.39K,-2.51
"Feb 08, 2016",2854.75,2865.5,2953.35,2843.85,194.43K,-0.27
"Feb 05, 2016",2862.5,2856.15,2871.95,2815,259.40K,0.22
"Feb 04, 2016",2856.3,2848,2879.7,2815,381.25K,1
"Feb 03, 2016",2828.05,2780,2854.8,2726.55,250.21K,1.26
"Feb 02, 2016",2792.85,2803.3,2875.5,2771.1,321.15K,-0.27
"Feb 01, 2016",2800.5,2710,2815,2699.25,348.33K,4.13
"Jan 29, 2016",2689.45,2685,2697,2677,194.51K,0.72
"Jan 28, 2016",2670.25,2670,2697.95,2643.55,350.36K,0.78
"Jan 27, 2016",2649.65,2612,2655,2600.9,456.26K,1.81
"Jan 25, 2016",2602.6,2632.7,2649,2588.75,248.60K,-0.51
"Jan 22, 2016",2615.9,2650,2660,2602.4,272.10K,-0.15
"Jan 21, 2016",2619.7,2717,2729.05,2605.35,254.79K,-2.24
"Jan 20, 2016",2679.7,2719.85,2720,2605,273.77K,-1.95
"Jan 19, 2016",2733,2750,2760.15,2723.05,148.25K,-1.17
"Jan 18, 2016",2765.3,2850,2870,2745.6,211.21K,-3.28
"Jan 15, 2016",2859.15,2909.9,2934,2850.5,133.31K,-1.33
"Jan 14, 2016",2897.6,2889.95,2915,2841.1,139.76K,-0.26
"Jan 13, 2016",2905.2,2940.2,2961.45,2866.55,254.61K,-1.19
"Jan 12, 2016",2940.2,2920,2987.4,2901,178.68K,0.72
"Jan 11, 2016",2919.3,2890.1,2929,2841.15,132.41K,0.59
