Date,Price,Open,High,Low,Vol.,Change %
"Feb 27, 2015",573.25,564.5,578.42,561.52,594.29K,1.55
"Feb 26, 2015",564.5,568.4,571.23,551.8,440.41K,0.19
"Feb 25, 2015",563.45,568,571.4,552.75,188.51K,0.57
"Feb 24, 2015",560.27,547,562.5,546.6,158.88K,2.39
"Feb 23, 2015",547.17,565.5,565.5,546,281.73K,-0.89
"Feb 20, 2015",552.1,577,577,550.55,192.22K,-3.95
"Feb 19, 2015",574.83,590,592,565.75,283.74K,-2.28
"Feb 18, 2015",588.23,587.5,595.38,582.75,213.19K,0.49
"Feb 16, 2015",585.38,590.5,593.77,580,160.46K,-0.6
"Feb 13, 2015",588.92,573.1,601.95,560.4,292.03K,2.74
"Feb 12, 2015",573.2,565,575,558,242.21K,2.85
"Feb 11, 2015",557.33,541.25,561.98,533.15,517.91K,4.92
"Feb 10, 2015",531.2,549.5,570.85,521,529.85K,-2.99
"Feb 09, 2015",547.58,557.5,557.5,538.3,213.63K,-2.44
"Feb 06, 2015",561.27,541.9,568.3,537.5,476.70K,4.09
"Feb 05, 2015",539.23,512.5,544.23,512.48,1.24M,5.16
"Feb 04, 2015",512.77,541.85,543.25,511.12,286.52K,-5.37
"Feb 03, 2015",541.85,537.12,546.8,535.77,135.40K,1.15
"Feb 02, 2015",535.7,530.25,539.38,522.88,264.55K,0.96
"Jan 30, 2015",530.6,547,547,525.05,294.77K,-2.65
"Jan 29, 2015",545.02,555,555,540.05,235.66K,-2.06
"Jan 28, 2015",556.5,541,562.48,540.98,326.12K,3.22
"Jan 27, 2015",539.15,552,552.5,533.5,307.15K,-1.99
"Jan 23, 2015",550.1,543.5,555,537.58,298.87K,0.9
"Jan 22, 2015",545.17,546,548,530.55,158.31K,-0.46
"Jan 21, 2015",547.67,540,551.5,535,271.30K,1.24
"Jan 20, 2015",540.98,554.5,554.5,527.55,277.13K,-1.1
"Jan 19, 2015",547.02,567.33,567.5,533.2,102.48K,-2.79
"Jan 16, 2015",562.7,536.5,570.6,536.5,501.31K,5.25
"Jan 15, 2015",534.65,546.02,547.77,531,441.79K,-1.49
"Jan 14, 2015",542.73,547,547,538.05,282.46K,0.4
"Jan 13, 2015",540.58,529,543.23,526.8,188.43K,2.11
"Jan 12, 2015",529.42,514.5,533.85,512.5,300.61K,3.45
"Jan 09, 2015",511.77,499,524.5,496.25,538.09K,3.37
"Jan 08, 2015",495.07,482.5,503.35,481.18,453.42K,3.12
"Jan 07, 2015",480.07,476.05,482.5,475.05,130.35K,0.86
"Jan 06, 2015",476,487.5,487.5,474.62,164.72K,-1.9
"Jan 05, 2015",485.23,487.5,490.5,480.95,82.62K,0.04
"Jan 02, 2015",485.05,482.95,495,482.5,53.75K,0.43
"Jan 01, 2015",482.95,485,497.45,482,67.56K,-0.71
"Dec 31, 2014",486.4,480,491.93,475,102.02K,1.85
"Dec 30, 2014",477.57,475,482,472.82,47.42K,0.29
"Dec 29, 2014",476.18,477.5,484.5,474.98,53.30K,-0.03
"Dec 26, 2014",476.32,477.5,485.5,474.98,31.64K,-0.26
